,Часть 1,Часть 2,Композициональность,
1175,перевод,книги,,
1176,повышение,температуры,,
1177,окно,прозрачности,,
1178,борт,корабля,,
1179,окно,запуска,,
1180,реабилитация,жертв,,
1181,итог,визита,,
1182,вмешательство,государства,,
1183,окончание,сезона,,
1184,область,химии,,
1185,подразделение,армии,,
1186,источник,излучения,,
1187,ограничение,власти,,
1188,нехватка,средств,,
1189,час,дня,,
1190,ребенок,инвалидов,,
1191,уход,поста,,
1192,ограничение,прав,,
